index,prompt,evaluation_seed,coco_id
7194,A green street sign next to a road surrounded by a forest.,84654,244184
27259,A plate with three sandwiches sitting next to shoestring fried potatoes.,14064,299039
551,"A rear view mirror on a bike is reflecting a poster on building.
",66695,775
21677,A couple of men sitting on a cement block on top of a skateboard.,5523,381262
3523,a vety cute furry dog posing near a big sign.,42200,498286
19149,this is a dog resting on a computer,72978,426842
9208,A vehicle mirror reflecting a white bus on a road.,30873,496632
3249,A large jet flying through a gray sky with four engines.,63134,157021
17620,Some cows in the grass by some water.,48457,297439
17471,a train moving along railway line very fast,19188,286055
1970,A woman sitting in a car holding a smart phone.,52432,10825
24367,A man riding on the back of a brown horse.,18857,436252
18627,A large elephant stomps around on the dirt covered ground.,89280,129431
2911,A woman kissing a giraffe over a wooden fence.,87233,404444
20911,a close up of a young baseball player fielding a baseball,72122,399991
12396,Giraffe standing in open area near trees with mouth open.,35353,566699
27580,Two tennis players chat while a man in red stands by the score board.,47162,171850
18033,A statue of a cow sitting under a sign on grass.,33389,31829
16428,A group of five people steering a raft down a river.,62982,137362
22128,A cute dog is taking a nap on a very large cushion. ,13471,156025
24011,"A man riding a skateboard on a cement rail, then on the side of a pipe wall.",32968,456521
9503,A group of birds foraging in a grassy field.,13499,342476
134,A tabby cat laying on a cat scratcher in front of a bicycle wheel. ,47435,446409
19382,A herd of black and white cows eating dry grass.,52866,61171
10109,A giraffe is sitting down in the wild. ,77924,83958
15432,a couple of surfboards placed in the sand with dogs,96147,309843
9922,Woman pushing a stroller into a blue building.,4995,254917
17074,A couple of hipsters standing next to each other.,57265,121534
24547,A hitter swings at the baseball and misses.,70933,386821
10215,Garden with a assortment of plants surrounding a bench with a sleeping cat,62161,258773
6924,a giraffe checking out the bark on a tree,24139,123836
23585,A group of people playing frisbee against each other.,98954,335924
6424,A man and a woman on a blue motorbike are picking up a piece of luggage from a man.,35043,292456
29972,a man with a racket prepares to hit a tennis ball ,36283,391400
5438,A small bathroom with a roll of toilet paper and a toilet,15183,77813
6577,A blue sky with puffy white clouds and the top of a stop light.,83920,160025
141,A row of park benches on the side of a green grassy hill. ,78007,529691
21079,A couple of animals that are walking around the street.,85211,326913
17390,Two brown boxes are next to a suitcase.,7619,535050
13453,Two dump trucks driving down a road past a white pick up truck.,39934,138896
21142,A person stands at the bottom of a snowy ski hill.,71978,431272
26460,A boy sitting in a chair with a stuffed animal in front of him.,18578,494273
25642,A man is holding skis and ski poles.,11508,8495
18159,A man is scratching the cat on the head.,2107,581033
1626,A bathroom with some of the wall removed during a renovation.,54483,396304
2197,A parked motorcycle sitting on a lush green field.,97837,359086
15697,A couple of pieces of luggage sitting on the ground.,90564,342442
26417,A young girl holding a remote control in a living room.,80015,340200
23787,a batter after he has hit a pitched ball before he is going to run,50453,153669
18835,An elephant is standing in a fenced area.,15819,581726
8354,A fighter jet flying through a cloudy sky.,88370,156126
12262,A group of birds all grooming themselves in shallow water.,91189,367876
11003,A no parking sign sitting on a sidewalk in front of a building.,78403,382640
14375,A herd of sheep standing next to a brown cow.,16561,298656
12534,A cat sleeping on a pillow next to a book.,83310,423337
29644,A cooked and sliced pizza with a variety of toppings in a pizza box.,99863,432799
10847,A picture of a busy downtown intersection with a tuning bus.,3700,147195
28851,A man on a surfboard in the water.,2674,449828
13108,A cow wades into a stream in front of a shack.,88243,458168
3608,A 787 airplane is landing at the airport.,82488,517523
17377,A large ship driving behind a smaller ship.,45560,309474
20819,A skateboarder is making a rim turn and resting on edge.,45211,426532
9949,a close up of graffiti written on a train,78320,289630
6692,A train that is going through a city.,63818,124277
25787,Two teenagers on riding skateboards down at a park.,11362,325602
15211,A pack unzipped with a banana siting inside of it.,98978,258113
15600,A stop sign in the grass near a tree.,18365,284688
18886,a large bear is standing over by the rocks,30396,201405
4489,there's and airplane in the sky flying over some trees,52936,487222
29731,A room is shown with a bed and luggage.,51917,393421
2100,Black cat lying on smooth tiled kitchen floor.,2635,73861
17423,A lady and woman addressing the press with microphones on the stand,72092,8483
4362,A picture of large glass door trimmed in white and a large beige structure beside it.,14381,168225
25275,A white bowl filled with pasta on a plate with vegetables.,87428,387906
4540,A couple of yellow buses driving down a city street.,43296,413339
17007,A woman sitting in a chair at the beach. ,50870,98927
9577,Guy sitting on ground in the middle of the street with traffic light behind him,74105,395289
14489,An open laptop computer with a cat laying on it.,880,351975
12250,A fire hydrant that has been painted many colors in a tropical area.,38485,184778
2395,A motorcycle sitting next to a sidewalk with a potted plant on it.,22683,315923
10668,A plaque on the side of a stone bench.,68381,194729
26133,"Cups, fruit and a person in a white t shirt",61421,119752
396,A plane parked next to a truck next to a house.,9645,28389
17917,An adult elephant and two baby elephants are in a lake. ,85675,114398
18172,three photos of a male doll slowly getting undressed,83929,77997
22919,"A close-up of a zebra's face, eating dry grass in a pen.",26799,540564
3499,A woman is taking a selfie in her bathroom mirror.,77568,199404
17419,An orange billboard truck driving down a street in front of a crowd of people.,29663,331447
4555,A very nice looking train by a plat form.,56709,427001
9246,The high speed passenger train is bound for New York.,72193,13168
28060,A baby girl brushing her teeth in a bathroom sink.,47238,547137
29279,A snow boarder is going down an indoor slope.,42188,262873
12745,A road that has a car driving down it.,37900,473214
26708,A sub sandwich on a plate with sides.,51547,417668
15894,There is a group of benches with umbrellas,7925,160875
16285,An open suitcase on the floor next to a cell phone.,99623,57091
6575,A flock of sheep graze on a hillside.,6443,48907
17768,a couple of men that are posing for a picture,32473,91045
22555,One zebra is front of the other zebra.,19077,228721
869,A silver park bench is in the park ,90489,391371
20003,a snow skier and lots of trees on a sunny day,84308,299261
17601,A man wearing a black jacket next to a brick wall.,945,257656
29140,A room with a stone fireplace and living room furniture.,5987,500118
28697,A prosciutto and pesto pizza before being put in the pizza oven.,78774,468996
5925,A large propeller airplane sitting on top of a tarmac.,71086,263758
12065,Construction worker near digging equipment and unearthed fire hydrant.,11529,463932
719,"A toilet with a blue seat cover with a note that reads "" Please Don't Use Sorry"".",24241,80017
24455,A pile of small cakes and donuts sitting on plates.,98769,458058
21660,A skateboarder flips his skateboard as he flies through the air.,70518,64974
16598,"A sidewalk with sandwich board, table and umbrella.",87146,203580
7016,Large open field in the middle of a stormy area.,96216,152192
2550,a group of young men are riding their motocycles down the street,74229,534827
28893,The living room is clean and empty of people/ ,24937,33798
19579,two long lines of boys paddle a canoe,27790,250227
19866,"A plate of food looks delicious with broccoli, onions, and potatoes.",55651,85914
9551,a home made stop sign in the middle of nowhere,76902,330681
26840,People sitting in the stands watching a man play tennis.,68818,373382
29775,there is a tennis racket and a laptop on the floor,10311,35279
11042,A large group of tall giraffe in a room.,22807,207913
6969,"A person feeding sheep behind a white picket fence,",80389,459437
1086,A microwave oven sitting on top of a counter top.,92376,478077
17701,A boy asleep in bed with his Christmas teddy bear,42793,528575
2301,Hands typing on light colored electronic computer keyboard.,11152,208028
6511,A motorcycle sitting parked on the side of a road.,36125,493117
23462,A group of baseball players cluster together while wearing blue and white uniforms.,61063,60886
23436,A woman standing next to a white horse on a lush green field.,50569,152702
9096,a number of small birds on a body of water,67562,158254
27429,Man with a hot dog in a paper rapper in his hand.,29969,148662
26492,A man watersurfing on a white board in choppy water,18492,138937
20615,Two zebras forage on the ground for food in a wildlife exhibit.,90243,296858
13502,A blurry cat sits on top of a bright television.,66529,465295
3913,"A bathroom showing sink, toilet and shower ",20385,475566
3911,"A kitchen with an oven, stove , sink, microwave and refrigerator.",78470,50753
27375,Surfer heads to the sea with his surfboard,54847,399129
21888,A semi-browned banana sitting on top a cup of starbucks coffee.,23211,372038
21697,Rows of unripe bananas on display in a store.,64528,414777
13939,A child in a hat playing on a laptop computer,40825,358525
424,A public bathroom sink and hand drying area.,25988,538359
643,A dog out in a field with a herd of sheep.,58136,384007
27807,A hotel room filled with beige and blue furniture.,11522,150874
19142,A cat is laying on a hardwood floor.,87817,376336
7654,A walkway lined with green trees next to park benches.,32125,558992
16082,A group of brightly colored boats in palm grove.,69485,179869
21316,Two zebras grazing in the grass under the trees.,54532,472821
20892,A lot of oranges that are in some boxes.,49027,453509
1838,A bathroom filled with a bath tub and his and her sinks.,50040,506220
18848,Two cows overlooking a mountain range and one is looking in the opposite direction of the other one.,19268,414679
12139,A giraffe with its teeth on a fence.,15086,531000
7536,Three white sheep traveling down a paved residential street.,80416,55053
29150,A man in a wetsuit on a surfboard in the ocean.,67745,482172
12834,A group of sheep that are in the grass.,31193,546556
20282,A baby horse drinking milk from it's mother.,9122,345209
26759,a man standing in front of the grill of a  hot dog stand. ,5105,213255
5659,a man that is riding a motorcycle on a road,92398,401068
6304,A bathroom sink with a bottle of cleaning solution on it. ,64471,37044
19414,a cow that is next to a motorcycle,27616,199252
4358,A gray cat laying on top of a wooden book shelf.,91788,546378
23218,A person on a snow ski slope with skis on.,13221,165476
15963,A long train traveling past passengers on a platform.,52327,270810
25159,A man on skis poses for a picture while on the snow,72120,89071
4062,a toilet on the ground outdoors in front of a house,12422,32907
3718,this bathroom has a green tub and a toilet chair,96975,50521
19865,A herd of zebras stand around in the wild.,61286,302243
23868,A boy doing a trick on a skateboard off a ramp.,59215,44627
23688,A group of horses standing next to each other in a barn.,61181,147712
9425,A blue street sign sitting next to a road.,57964,533896
14086,"A person with two dogs, and another with an umbrella, walking down a road in a park.",57412,509497
13634,A cow laying on a green field next to it's baby.,79034,186413
9157,"There are buses, bicycle riders, and Christmas lights on the street.",17899,451228
5847,A fighter jet flying through a  cloudy sky.,81986,8016
15071,Three elephants in sandy area next to trees.,10528,347557
14913,A Fed Ex delivery truck driving head on into an SUV.,42226,373341
14709,A black and white cat sleeping on top of a bed.,19158,520933
5729,some people riding some bikes right by some boats ,13704,360767
18812,A group of people stare at a group of elephants.,7986,419344
457,A bathroom with an enclosed shower door next to a toilet.,78674,238090
13983,There is a train moving through a track yard,83613,520047
3898,A small cat sits perched on the back of a toilet.,25700,568690
3794,A rainbow colored kite next to an airplane in the sky.,26243,418606
12514,A sign advertising The Cave Restaurant and Lounge,69999,404601
28821,A woman laying in bed sleeping next to an alarm clock.,64491,479280
29506,Two storm troopers sitting at a wooden table in front of a pizza.,89277,295767
9957,A no parking sign posed on the side of a street.,21821,393982
10212,A man is straightening his tie in front of a mirror.,85116,208044
17955,The cat is eating the sandwich on the plate.,77318,254838
3859,A classic clock sits on a wooden table. ,38296,318910
23793,A woman standing next to a man on top of a ski slope.,79326,531020
7192,A giraffe running across a grass covered field.,12919,392933
12963,Stop signs on the side of the street near vehicles and the city,80886,478857
24160,Three zebras standing around looking while in the grass. ,83330,272188
28302,a girl wearing a krispy kreme hat with donuts ,30509,576539
25540,A man flying into the air while riding a skateboard.,22840,188624
17866,A delivery truck is parked while a man is standing in the back.,6832,439306
679,A woman standing in a kitchen in front of a washing machine.,73905,170630
1582,A bedroom suite with tile flooring and two lamos,88829,74458
481,A domestic cat rests on a kitchen table in front of a microwave.,9986,506151
27837,A pizza topped with thick sauce and cheese.,72050,379502
27577,A lady on a tennis court swinging her racket.,53417,192782
1511,The stainless steel black and aluminum toilet is opened.,65392,135972
9607,A giraffe sticking its head in a feeding basket with trees in background.,55784,91857
4830,a man on a dirt bike next to some vehicles,97166,148843
4243,A cheese pizza sitting on top of white paper and a large plate. ,835,532129
22700,A multi colored dish with broccoli and white twisted pasta in it.,97072,59614
18513,Two boats sailing in the water near high grass.,31439,458387
4354,A large store filled with lots of groceries and produce.,82744,579277
8718,A couple of sheep walking across a lush green field.,21559,563381
16678,many people sitting on a field with two people sanding,27054,578441
28610,A skater is balancing his board on a half pipe.,21964,254638
17394,An old time car with a suitcase on the back is on the field with other car.,82135,88021
1897,A man standing next to another man as they prepare food.,57848,74135
24255,A metal pan filled with lots of veggies in broth.,22834,498368
3205,A view A large metal structure near the side of a building,96106,45596
10431,A train car sitting underneath a enclosure near a pole..,81472,399567
18887,A woman holding a pink umbrella over her left shoulder.,43871,66336
8365,A group of giraffe standing next to each other on a field.,83925,564109
17081,THERE IS A MAN THAT IS PLAYING MUSICAL INSTURMENTS ,63107,333630
1330,A clean bathroom with blue tiles on wall and counter.,9432,154420
9463,Black birds picking berries out of the tree,80429,176847
26396,A pink upholstered chair is in front of the television.,98076,178690
24912,a woman is standing in the snow on skies,29208,192932
1601,Artistic photograph of architecture and frost-laden trees at dawn,50375,18750
28800,A woman playing a game with some remote controllers.,15309,472364
7858,A group of men standing on a street corner next to a stop sign.,27112,121196
2551,A bathroom with a decorated shower curtain. ,37909,395124
13297,A crowd of people riding a motorized pontoon across a river.,49655,440037
22475,A bunch of bananas hanging from a tree.,3129,576614
6006,A toilet that is on the ground in a bathroom.,81703,137927
3601,That tub is usually one found in a nursing home.,52500,430287
9744,A wooden bench covered with pots and containers of plants.,11579,405248
23815,A little girl riding a skateboard on a sidewalk.,76867,343978
13929,A dog draped in a blue blanket on a boat. ,3150,105611
15384,A person holding a microphone near a sailor who is talking to a woman.,80023,333167
4989,a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.,60965,156278
27519,A cook is seen in a open kitchen making donuts,99143,319933
19461,A beach with sand and umbrellas sitting near the water.,60148,561047
23057,A group of people are meeting to discuss future plans about their skateboarding. ,70909,508538
18127,A brown cow in a field of grass near two red barns.,27393,244167
26023,a couple of people on skis ride through the snow ,36352,506201
9112,A man standing in front of the open door of a bus.,33715,333402
15251,A red and white boat floating along a river.,60360,330369
10727,the signs on the post are warnings for vehicles.,15582,491482
19330,A man in a blue pinstripe shirt and a tie is posing,14424,369461
8874,A group of people walking down a city street near a bus.,77936,280710
16299,two huge elephant with tusks hidden among the trees,389,201025
14016,A cat sprawled out on a couch with a remote on the arm,7930,378751
3800,A bird sitting on the back of a giraffe next to a tree.,16004,393145
22115,A plate of food that includes peas and pasta.,43688,366648
29218,A young girl tries to keep her balance on a surfboard.,27515,498807
9822,A double decker bus driving down a street next to a tall building.,91633,133999
18653,A black and white cat sniffs a laptop computer.,9313,52290
18769,A woman is standing next to a wall with a blue umbrella.,26305,306412
24595,A bear is taking a walk through the forest. ,28367,141468
21894,"A sandwich with tater tots, ketchup, vegetables and a spoon.",19898,97264
12761,Group park benches light up any Park. ,65540,328786
10584,There is a blue and yellow transit bus stopped to pick up passengers.,7382,51167
23519,A vase with designs of horses and men.,69863,530278
16964,A group of people are standing next to an elephant emerging from the water.,23188,562207
29713,two guys outside playing tennis on a tennis court,17674,283772
8755,A transporting cart parked in a street while passengers board.,68606,227399
20455,A furry dog with its head on a pillow on the couch,64669,350389
1364,some horses grazing in front of a church,90908,138246
26528,A woman riding a surfboard while in the ocean.,70994,181805
6330,A man sits on a motorcycle holding a cat. ,34271,449879
15744,two men in suits standing next to each other ,18568,381529
23394,A plate full of bread and chicken alfredo.,76260,496887
7146,A political candidate advertisement on the side of a coach bus.,34950,143931
6580,A yellow fire hydrant in front of a bike leaning against four poles,4864,78488
2505,A mirror and soap dispenser in a bathroom.,14045,343073
13527,The two dogs are sitting on a chair.,85406,437231
15887,Bunch of cows walking through the grass behind a car,41777,375816
28184,A man cutting up a large sandwich in a kitchen.,24828,5961
18413,A parking meter on the side of the street with a ring for attaching bicycles.,85566,36861
19808,A teenager on a blue skateboard has his arm in the air.,83061,305799
13112,The guy is nicely dressed in a suit and tie.,79715,469232
26139,A plate that has food on top of it with powdered sugar.,61328,321079
25953,a desk with a monitor and a laptop,28541,534081
27075,Woman in sunglasses preparing to take a bite of a sandwich.,91089,113473
6704,Two giraffes and several other large animals roam a tropical zoo paddock.,43829,581100
22052,A man throws a baseball in the field,53549,311015
27402,A kid that is holding a toothbrush in her hand.,65744,11796
27135,A hand holding a half of a sandwich next to a piece of dessert.,26948,364993
3332,A very old toilet and sink in an old room. ,11936,267903
4611,A motorcycle parked on the side of a road.,27901,80304
15184,pretty cat hiding inside of a brown suitcase,6375,87377
5004,a dark living room with some light from the long windows and lights on the mantle ,38837,270603
18052,A man is sitting on the back of an elephant. ,10771,440171
5238,A person is shown riding a bicycle down the side of the road.,80650,158795
12817,A couple of double high buses that are in the street.,38630,568439
9865,A yellow bus is on a street near a black guard rail.,54000,15338
29877,A snowboarder looks at the camera while on the slopes.,81374,414522
18614,A cat sitting next to a television watching a bird on the screen. ,85912,87456
13346,People stand in a city street at a rally.,78731,25550
3418,An empty narrow bathroom with the sink outside of the door.,38516,196342
21874,A group of zebras standing and grazing in a field.,63636,157715
18866,Two green signs that are on top of a stop sign.,65375,261273
5766,A group of people standing in front of an airplane.,31449,82994
21332,A white plate topped with food next to a fork and drink.,79054,235564
12890,View of the street with a traffic signal and shops.,61262,128441
23431,A woman posing behind several bunches of bananas,23127,511554
22311,A man riding a skateboard through the air at a skate park.,40319,353067
4009,A person adjusting a  metal object hanging from a ceiling.,25956,465129
26995,A box of glazed doughnuts with a year on them,16479,73733
1573,Two large beds in a hotel room next to a desk.,95713,275668
8168,A purple and green fire hydrant next to a black and green fire hydrant.,52612,79924
11419,A fire hydrant is on the corner of the street.,10375,215124
24142,A bowl of chicken and vegetables is shown.,54091,40881
5115,A motorcycle is parked on the sidewalk outside a tattoo shop.,89063,162114
9329,A one way sign pointing to the left; the sky is blue in the background. ,43262,311877
28898,three donuts and five donut holes on a plate,89702,458388
21658,A banana with a face drawn on it.,29037,506187
2056,A white toilet with a black seat in a small bathroom.,5912,134483
28920,a boy is preparing to serve a volley ball,74908,49759
26474,surfers in water near pier waiting on the next swell,60351,186443
19525,A cat is laying on the floor with its paws in a shoe.,63251,129339
7231,two men sitting on a park bench outside by a tree,40923,523230
16049,Rows of suitcases on carpet with crate in background.,28831,108408
21932,"A white plate topped with broccoli, meat and potatoes.",49113,359592
16742,An elephant is standing outside of the water while the others are inside. ,16609,384718
14619,A highway filled with lots of traffic next to a lush green park.,52075,247369
2206,A man walking down a street holding an umbrella.,49229,7394
12708,Man posing in front of a pair of giraffes in background.,16083,6896
8329,A group o sheep with blue markings in a grassy field.,16963,474388
9514,People get on a bus on a street next to a building. ,30266,121503
27322,Young girl dressed in tennis whites holding tennis racket on grass field.,64577,220050
10499,Red wooden door with a stop sign requiring ID,9374,308599
3271,"group of giraffes mingling in a stand of trees
",22761,461245
18437,Tug boats do a good job handling water emergencies.,31932,144932
6272,A airplane in the sky with a bear on the wing.,74571,436895
28655,An Asian woman surfing in a wet suit.,77663,341113
13409,This photo could double as a scrapbook page with these souvenirs of travel.,34609,56129
26640,"A plate with pizza slices, chips, and cole slaw.",22190,259422
13493,An elephant in the water inside its exhibit.,25593,391684
15541,An elephant is standing next to a rock,66364,513417
29237,A woman tennis player hitting a tennis ball.,69863,325043
23160,A bowl sitting on top of a table mat filled with food. ,64260,72020
24173,A group of young men standing on top of a soccer field.,65551,468632
8833,An orange and grey trolley on street next to a building.,14485,434867
15850,a large lake with a couple of guys on a boat.,41507,356953
17144,A Freightliner train moving through a train yard.,99417,166541
11265,A wooden park bench overlooking a valley full of trees.,3496,282808
11416,A traffic light with the letter B written on it.,77041,568110
22004,A group of people gathered at the rivers edge with their dogs.,50507,431092
21254,a man on a skate board is at a park,14311,32464
12856,A knife sticking out of the top of a wooden table.,12147,378327
23245,A young girl is skiing as others are far down the slope.,78838,287570
8778,A stop sign on the corner of a street.,63360,266115
26485,"A living room with sofa, lamp and tv in it.",26033,271820
5751,red traffic lights at an intersection on a well lighted street,26656,465996
4857,A bowl full of broccoli with spoons on a table.,38464,412592
7875,A busted traffic light sitting next to a red house.,31804,483266
18221,A large red bag on the ground in a room.,316,343229
26933,A posh bed in a hotel room under a glass candle filled chandelier.,96522,442824
15746,A black and grey dog in the passengers side of a truck.,92058,440359
24124,a small pony a with two smaller ponies standing in front of it,57738,546823
4858,An industrial kitchen with a strainer on the counter.,99125,486
28819,A person holding a racquet on a tennis court.,53583,284064
3263,Guy poses for picture by kitchen sink with two dogs,39509,282134
14074,A man in a gray suit and a red tie.,49316,194012
18791,A cat laying on top of a white bed on a pillow.,50106,461410
13795,A building has a fire truck near it on the street with a man on a lift.,38627,401951
11814,A train in a station with people walking towards and off of it. ,7819,528364
7810,Two giraffes at the zoo during the day.,94662,261712
407,Wild animals grazing near a lagoon surrounded by trees.,30885,544975
13039,A cat sitting on a wooden bench outside.,40199,96983
2968,A picture of an older man cutting a turkey on the counter.,33578,214046
22043,A man holding a frisbee in one hand and some balls in another.,58632,239445
26061,A person is performing a trick on skis.,59468,564636
26327,Three men standing on a mountain holding a snowboard.,42610,209357
21517,Oranges in baskets an drags on a cloth-covered table.,89565,335148
5919,A man with a small teddy bear peeking from a backpack.,59791,357586
19235,There are two boats sailing through the water.,31311,481267
10626,a number of giraffes in a field near trees ,64289,289486
17904,There was a man that was playing frisbee on the grass,53180,444804
17828,A picture of a window opened and something on it. ,27580,252459
27726,Two people are in front of a television playing games.,32834,509520
12442,A bench sitting in front of a group of vending machines.,57247,165919
563,Three monitors sitting on a table one with a view of a baseball game.,53659,356528
14724,A man standing next to a woman inside of a building.,28624,442305
11179,A giraffe and two zebras walking in tall grass.,72261,277932
22221,A skier with his skis and back pack taking a rest.,94813,261096
24070,A couple of people riding a pair of skis down a snow covered slope.,70145,86755
24563,Two people on skies in the snow ,83476,84767
26998,Two different flavored donuts sitting on top of a white plate.,63714,50561
4418,A spiral of bananas sitting inside of a large bowl.,21450,165818
18069,A train pulls into a covered train stop where people wait.,61160,199959
1117,The picture of a cat under a car.,73379,188651
28946,a crowd of people on a beach by the ocean,90978,156704
5070,A couple of giraffe standing on top of a field near a rock mountain.,54982,528232
28884,A man hitting a tennis ball before a crowd.,15014,487659
3847,A room that has two televisions in it.,6913,166521
26008,a spotty banana sitting on top of an orange and some other fruit ,54585,119452
4348,Two toilets sit near each other in the same room.,72042,517600
19145,The cat is sitting next to the computer mouse.,35447,468773
29183,A male baseball player is taking his swing while others look on. ,45684,271429
24267,Some players in action on the baseball field.,15318,154071
15088,A yellow truck filled with passengers driving down a  street.,57765,335670
2382,a lot of cars driving on a road beside a gas station ,22977,574790
15740,A dog in the back of a pick up truck.,62291,462840
24869,Five men are selling a large amount of bananas.,74714,90891
23363,A herd of antelope next to some zebra's grazing in a field.,43477,48268
14240,Three boats filled with people floating down a river.,69363,263858
841,A small bath room with a sink and toilet.,49301,89391
17903,Elephant emerging from tree line walking through forest,87169,163041
25089,A pan filled with an assortment of vegetables and a wooden spoon.,53812,504005
3019,A corner of street with a building showing a bowling pin.,1374,308907
16698,there is a man walking in the street holding a umbrella,36810,412437
17304,a group of people that are standing up drinking something,28942,208050
27428,a man holding a surf board at the beach,8269,320843
14431,some people waiting for their luggage and one is wearing tennis shoes,38115,499810
23759,Several men are all trying to catch a Frisbee.,44274,293207
11693,A car and a traffic light on a street.,7703,499950
29440,Two hot dogs covered in toppings on a blue tray.,36465,334947
22773,A few people are participating in water sports and some are in a boat. ,45900,136596
12714,A dark bird is sitting on a rock eating seed in the sun.,21700,296192
27047,A surfer crashes into the ocean after riding a wave.,96175,236461
13497,People walk by a fountain holding umbrellas as it rains.,11578,465272
24168,A cowgirl rounding up a steer in a competition. ,48154,140542
28998,A bed with a colorful blanket has an iron bed frame.,41488,437895
18021,A herd of cattle grazing on a dry grass field.,87424,478055
12922,A grop of pigeons in front of an open window,80238,270351
16788,A couple of elephants that are standing in the dirt.,48760,458311
21088,A lone skier makes his way across the snow as he drags a backpack behind him. ,99334,189368
14353,A chair connected to a blue umbrella by a wheel and belt.,93378,248085
28415,A man riding a snowboard across snow covered ground.,10381,183843
16516,A cat laying on top of a couch next to a computer mouse.,3485,15497
29873,Three boys are sitting and eating some food.,22205,341401
4910,A couple snugging together on a wooden bench.,6116,202653
10704,A big giraffe up close looking at you.,54189,315792
18500,A bedroom with a bed sitting next to a window.,76123,572734
10014,A red double decker bus parked next to a group of women.,44446,571821
26664,A cheesy pizza has mushrooms sliding off of it.,56974,560000
13581,Man looking in mirror while adjusting his pokka dot tie.,78524,565670
27302,A sandy beach next to a crystal blue ocean.,1363,494099
27729,A young man is taking a picture of a large pizza.,74335,62808
19982,A woman holding a tray of bananas over the top of her head.,75265,350463
17186,A large dog laying on top of a floor under a chair.,39770,572370
14600,A deer standing next to a small deer in a forest.,44979,229858
7496,Two giraffe standing next to a chain link fence.,10826,301347
4732,A white toilet sitting next to a bath tub with a chair in it.,22328,532126
19252,Black cows standing in the grass of a pasture.,67251,244411
26530,A sexy young blonde woman holding a tennis racquet.,27559,249838
17355,A huge dump truck is fenced in in front of a neighborhood.,39513,450404
10835,A girl putting her hands in the water spraying from a fire hydrant ,18011,110460
14593,A tired cat lies on a couch next to a laptop.,78899,18903
16561,A fishing boat with a person and a dog on it riding through the water.,8075,561766
13603,A MAN IN A SHIRT AND TIE SMILING FOR THE CAMERA,23143,253746
29137,a man performs a trick on a skate board as people look on ,33287,208406
27578,Two girls and a boy have fun at soccer practice,52037,447917
25818,The skateboarder is checking his technique in the mirror.,24924,332292
28041,A man carrying a white surfboard across a beach.,52075,320336
3922,"Sparse narrow kitchen, used, but neat, all in white.",29685,526364
3928,A plethora of toilet bowls and urinals all in a row.,94393,336937
20399,"A series of images of fruit, cake and other items sitting next to each other.",58190,117337
10937,A black and white train is in an underpass.,44308,403864
10509,A small red airplane on the runway at the airport. ,69578,497096
2403,A traffic light with a sad face on the red light. ,84213,531134
12190,a yellow and blue fire hydrant by the curb,84297,72397
9973,A cake made to look like a colorful train ,2720,564418
20596,A group of people posing for a picture next to two brown horses.,32599,460307
4875,A man walking a dog on a leash in a parking space.,2853,185156
5928,A person in a room with knives and scissors hanging on the wall.,65999,297787
24428,A small dog is jumping into the air and catching a frisbee.,34375,93360
4547,A table topped with oranges and a bowl of salad.,72862,172686
412,A bus driving down a street in a small city.,64718,170232
27221,a close up of a plate of food on a wooden table,7433,113387
19454,a umbrella that has some candles around it,35303,331311
10421,A traffic light sitting on the side of a road.,90587,181007
2983,A cat sits on the edge of a toilet.,49251,245764
12169,A group of giraffe standing on top of a dirt field.,54342,333290
1434,an airplane taking off with one waiting to take off,24140,216867
18376,Elephant crossing paved road near grass and trees.,16580,300979
14390,A large brown dog running across a grass covered field.,28627,214984
9474,Graffiti stains the surface of a green and white sign.,75753,370095
11773,two white and black birds a nest and some trees,24211,444543
7640,A white and gray bird soaring over the blue ocean.,77276,236690
7343,A trail leads to a wood park bench in a tree filled park.,68385,252986
14946,A white and gray cat laying underneath an umbrella.,9233,216103
18462,A woman dragging a suitcase on wheels down a cobble stone sidewalk.,40531,27371
9169,A train yard with carts and tanks on two tracks.,729,323758
27859,a little girl in front of a book shelf and chair,35109,38892
25839,"Men stand in uniforms, expressionless, in an historic photo.",35750,559547
7905,There is a giraffe facing a brick wall.,79509,292075
10331,A dog with a hat and a person in a truck.,9480,53529
3132,A white toilet sitting inside of a bathroom.,93672,2388
14655,A young woman sits at her laptop near parked cars.,53010,581040
25589,A person is standing on a very snowy hill wearing skis.,82785,233233
13727,A man holding an umbrella next to a frozen over fire hydrant.,10085,339678
4209,A middle aged man takes a selfie in a mirror.,40647,237118
8342,A bird sitting on top of a tree branch in a lake.,95619,516947
1664,Someone is driving a cart near a single engine airplane.,60756,520324
16292,A group of statues holding metal umbrellas near flowers.,12703,101189
8810,A very blurry image of a person sitting on a bench.,13354,160726
22830,A man in white shirt grinding a skateboard on rail.,21237,572725
15688,An elephant on a grassy field during the day.,52997,32952
20906,A boy in a baseball cap holding baseball mitt. ,82301,252393
6171,An angry cat hissing while sitting on a bathroom counter.,71330,467675
5098,A man leans over his motorcycle and rests one hand on the leather seat.,80926,81103
9327,A cat looks at a computer screen while snuggled against a keyboard.,75505,569272
21108,A large horse in an enclosed field eating grass,98605,142318
26810,A young boy getting ready to blow out candles for his birthday.,18455,65883
23956,Some very cute zebras in a grassy field.,52341,148358
29995,A pizza is shown on a plate on a table. ,70334,313162
10935,Two giraffes are in a background of tall trees.,73986,294423
